1644699358135,9.0
1644699359127,9.0
1644699360134,9.0
1644699361126,8.9
1644699362131,9.0
1644699363137,9.0
1644699364129,15.2
1644699365134,14.7
1644699366125,14.4
1644699367133,14.0
1644699368135,13.7
1644699369135,13.6
1644699370140,13.5
1644699371132,13.4
1644699372139,13.3
1644699373130,13.1
1644699374136,13.0
1644699375141,12.9
1644699376133,12.8
1644699377140,12.7
1644699378132,12.6
1644699379140,12.5
1644699380142,12.4
1644699381134,12.4
1644699382141,12.3
1644699383133,12.3
1644699384141,12.2
1644699385133,12.3
1644699386140,12.3
1644699387141,12.4
1644699388144,12.3
1644699389136,12.3
1644699390143,12.4
1644699391135,12.4
1644699392142,12.4
1644699393135,12.4
1644699394142,12.5
1644699395143,12.5
1644699396147,12.4
1644699397139,12.5
1644699398146,12.5
1644699399138,12.5
1644699400146,12.6
1644699401138,12.7
1644699402143,12.8
1644699403149,12.9
1644699404140,13.0
1644699405142,13.0
1644699406142,13.0
1644699407143,12.9
1644699408149,12.9
1644699409140,12.8
1644699410146,12.6
1644699411137,12.6
1644699412142,12.7
1644699413142,12.6
1644699414148,12.6
1644699415139,12.4
1644699416145,12.4
1644699417136,12.3
1644699418143,12.3
1644699419147,12.3
1644699420138,12.2
1644699421146,12.1
1644699422149,12.0
1644699423140,12.0
1644699424148,11.9
1644699425150,11.8
1644699426142,11.7
1644699427150,11.7
1644699428152,11.6
1644699429143,11.6
1644699430150,11.6
1644699431152,11.5
1644699432144,11.5
1644699433151,11.5
1644699434154,11.5
1644699435146,11.5
1644699436153,11.4
1644699437155,11.4
1644699438146,11.4
1644699439154,11.4
1644699440157,11.4
1644699441148,11.3
1644699442155,11.6
1644699443160,11.7
1644699444152,11.8
1644699445159,11.8
1644699446151,11.8
1644699447159,11.9
1644699448151,11.9
1644699449158,11.9
1644699450150,11.8
1644699451157,11.7
1644699452149,11.7
1644699453156,11.8
1644699454161,11.8
1644699455164,11.8
1644699456155,11.8
1644699457162,11.8
1644699458153,11.8
1644699459161,11.7
1644699460164,11.7
1644699461155,11.7
1644699462161,11.8
1644699463164,11.8
1644699464155,11.9
1644699465162,11.9
1644699466154,11.9
1644699467161,11.9
1644699468152,11.8
1644699469938,11.8
1644699470944,11.8
1644699471936,11.8
1644699472941,11.8
1644699473934,11.8
1644699474938,11.8
1644699475943,11.8
1644699476935,11.8
1644699477942,11.8
