1626476073183,25.1
1626476074174,34.3
1626476075180,34.2
1626476076179,34.2
1626476077180,34.2
1626476078182,34.3
1626476079173,34.2
1626476080176,34.3
1626476081182,34.3
1626476082184,34.3
1626476083175,34.4
1626476084176,34.4
1626476085182,34.5
1626476086174,34.5
1626476087179,34.6
1626476088181,34.6
1626476089172,34.6
1626476090179,34.6
1626476091172,34.6
1626476092178,34.7
1626476093169,34.7
1626476094174,34.7
1626476095174,34.8
1626476096177,34.8
1626476097178,34.8
1626476098170,34.8
1626476099172,34.8
1626476100173,34.8
1626476101177,34.8
1626476102169,34.8
1626476103176,23.1
2518034019023.504883
