1626724127995,30.4
1626724128998,44.2
1626724129989,44.1
1626724130993,44.1
1626724131994,44.0
1626724132997,44.0
1626724133998,44.0
1626724134990,44.0
1626724135993,44.0
1626724136993,43.9
1626724137995,43.8
1626724138996,43.9
1626724139988,43.9
1626724140992,43.9
1626724141992,43.9
1626724142993,43.9
1626724143985,43.9
1626724144992,44.0
1626724145994,44.1
1626724146985,44.1
1626724147992,44.1
1626724148984,44.1
1626724149991,44.1
1626724150991,44.1
1626724151983,44.1
1626724152991,44.1
1626724153982,44.2
1626724154989,44.2
1626724155996,44.2
1626724156986,44.2
1626724157986,24.7
1139297356313.833740
