Start,End,Frequency
1632680294734,1632680458208,76800000
1632680468254,1632680522696,153600000
1632680532731,1632680586922,230400000
1632680596958,1632680651100,307200000
1632680661136,1632680715419,384000000
1632680725454,1632680779615,460800000
1632680789650,1632680843862,537600000
1632680853897,1632680908030,614400000
1632680918065,1632680972161,691200000
1632680982196,1632681036448,768000000
1632681046483,1632681100698,844800000
1632681110733,1632681164918,921600000
