1626475533276,13.7
1626475534268,24.3
1626475535275,30.4
1626475536277,30.2
1626475537269,30.2
1626475538271,30.2
1626475539276,30.2
1626475540278,30.2
1626475541269,30.1
1626475542269,30.1
1626475543276,30.1
1626475544267,30.1
1626475545271,30.1
1626475546273,30.1
1626475547273,30.1
1626475548266,30.0
1626475549270,30.1
1626475550270,30.0
1626475551275,30.0
1626475552266,30.1
1626475553268,30.1
1626475554274,30.0
1626475555275,30.0
1626475556267,30.1
1626475557269,30.1
1626475558268,30.1
1626475559272,30.0
1626475560263,30.0
1626475561267,30.1
1626475562268,30.0
1626475563272,30.1
2154865321107.156250
