1626665869934,11.1
1626665870926,11.4
1626665871931,11.8
1626665872933,12.1
1626665873925,12.4
1626665874930,12.6
1626665875931,12.7
1626665876932,12.9
1626665877934,13.0
1626665878925,13.1
1626665879930,13.2
1626665880931,13.2
1626665881922,13.2
1626665882929,13.3
1626665883920,13.3
1626665884927,13.3
1626665885919,13.3
1626665886926,13.4
1626665887917,13.4
1626665888918,13.4
1626665889923,13.4
1626665890915,13.4
1626665891919,13.4
1626665892924,13.4
1626665893914,13.4
1626665894916,13.4
1626665895917,13.5
1626665896919,13.4
1626665897910,13.5
1626665898918,13.4
1626665899919,13.4
19153972730.135265
